,id,name,gu,dong,address,lat,lng,note
134,A03561,일원2동주민센터,강남구,개포,대한민국 서울특별시 강남구 일원2동,37.49216350398461,127.07378330264912,개방
135,A03809,부영빌딩,강남구,도곡,대한민국 서울특별시 강남구 도곡1동,37.48906918604376,127.03251222137388,개
136,A03566,역삼소방119,강남구,역삼,대한민국 서울특별시 강남구 역삼로,37.497098959819326,127.04247892043584,개방
137,A03802,포스메이트,강남구,대치,대한민국 서울특별시 강남구 대치4동,37.50592461037308,127.05621182191996,개방
138,A04494,오일씨티주유소화장실,강남구,도곡,대한민국 서울특별시 강남구,37.48544604771461,127.04338288521346,개방
139,A04496,유진주유소화장실,강남구,도곡,대한민국 서울특별시 강남구,37.4833045220215,127.0428452638106,개방
140,A03564,강남소방서,강남구,삼성,대한민국 서울특별시 강남구 삼성동,37.51033389614649,127.06701746621096,개방
141,A03724,강남역,강남구,역삼,대한민국 서울특별시 강남구 강남대로,37.49802037144936,127.02774427466149,지하철
142,A03981,그랑프리앤,강남구,대치,대한민국 서울특별시 강남구 대치1동,37.49095711641803,127.05731839629225,개방
143,A03557,일원본동주민센터,강남구,일원,대한민국 서울특별시 강남구 광평로,37.48344990151295,127.08650895633365,개방
144,A03559,일원1동주민센터,강남구,일원,대한민국 서울특별시 강남구 양재대로55길,37.49192271369747,127.08809877732548,개방
145,A03555,개포4동사무소,강남구,개포,대한민국 서울특별시 강남구 개포4동,37.47893450223657,127.05159923545736,개방
146,A03719,선릉역,강남구,대치,대한민국 서울특별시 강남구,37.50452254249892,127.04902608607864,개방
147,A04253,논현역,강남구,논현,대한민국 서울특별시 강남구 강남대로,37.511190839632654,127.02156124152444,지하철
148,A03979,파크랜드빌딩,강남구,논현,대한민국 서울특별시 강남구 논현2동,37.50893654319801,127.03776180244566,개방
149,A03553,개포1동주민센터,강남구,개포,대한민국 서울특별시 강남구 개포1동,37.48201567652323,127.0575404595289,개방
150,A04292,한양타운,강남구,신사,대한민국 서울특별시 강남구 압구정로,37.52566310614665,127.03932221992557,개방
151,A04164,개포동역,강남구,개포,대한민국 서울특별시 강남구 삼성로,37.48916864168919,127.06625316947958,지하철
152,A04258,학동역,강남구,논현,대한민국 서울특별시 강남구 논현1동,37.51403991878436,127.03092032500462,지하철
153,A04284,상아2차아파트상가,강남구,삼성,대한민국 서울특별시 강남구 삼성1동,37.517458227132735,127.04967866154531,개방
154,A03995,KB역삼빌딩,강남구,역삼,대한민국 서울특별시 강남구 테헤란로,37.49973719145504,127.03221170720298,개방
155,A04295,현대상가4동,강남구,압구,대한민국 서울특별시 강남구 압구정동,37.53298673128783,127.02802201699534,개방
156,A04298,미성상가,강남구,압구,대한민국 서울특별시 강남구 신사동,37.524839547007566,127.0197188743479,개방
157,A04255,신논현역,강남구,논현,대한민국 서울특별시 강남구,37.50469258338579,127.0249263709498,지하철
158,A03997,개포7단지상가,강남구,개포,대한민국 서울특별시 강남구 개포로,37.48909712600451,127.07168699263823,개방
159,A04485,강남주유소화장실,강남구,논현,대한민국 서울특별시 강남구,37.51348700496413,127.03491774847444,개방
160,A04288,세곡2블럭상가,강남구,세곡,대한민국 서울특별시 강남구 세곡동,37.46539675181887,127.10928322626638,개방
161,A04772,대교주유소화장실,강남구,논현,대한민국 서울특별시 강남구 도산대로,37.51883849897151,127.01922359074544,개방
162,A04627,동호주유소화장실,강남구,삼성,대한민국 서울특별시 강남구 삼성1동,37.518445666559714,127.06473556282478,개방
163,A04629,넉넉한주유소화장실,강남구,삼성,대한민국 서울특별시 강남구 봉은사로,37.510666606210336,127.04675246740484,개방
164,A04776,스포월드주유소화장실,강남구,역삼,대한민국 서울특별시 강남구 역삼1동,37.50743466499585,127.03924182024468,개방
165,A04592,대청공원화장실,강남구,일원,대한민국 서울특별시 강남구 개포로116길,37.49258442223952,127.08267457941588,공중
166,A04286,홍실상가,강남구,삼성,대한민국 서울특별시 강남구 삼성동,37.52053471784276,127.05937436897044,개방
167,A03999,개포종합상가,강남구,개포,대한민국 서울특별시 강남구 개포2동,37.48936852161567,127.06897073999328,개방
168,A04603,수도전기공고옆화장실,강남구,개포,대한민국 서울특별시 강남구,37.4858116388164,127.06348868378922,공중
169,A04489,학여울주유소화장실,강남구,대치,대한민국 서울특별시 강남구,37.49845148154145,127.07764129825296,개방
170,A04417,압구정주민센터,강남구,압구,대한민국 서울특별시 강남구 압구정동,37.53058393143194,127.0305573390765,개방
171,A04588,역삼공원(아래)화장실,강남구,역삼,대한민국 서울특별시 강남구,37.502256947898296,127.02999280044806,공중
172,A04590,역삼근린공원화장실,강남구,역삼,대한민국 서울특별시 강남구,37.500967699011454,127.0299964150177,공중
173,A04597,한마음공원화장실,강남구,개포,대한민국 서울특별시 강남구 일원2동,37.49604069929887,127.07582324064406,공중
174,A04634,동성주유소화장실,강남구,삼성,대한민국 서울특별시 강남구 영동대로,37.51564339961695,127.05998951420447,개방
175,A04599,수서개나리공원화장실,강남구,수서,대한민국 서울특별시 강남구 수서동,37.48754745098,127.10544051176952,공중
176,A04601,세곡동공중화장실,강남구,세곡,대한민국 서울특별시 강남구 헌릉로,37.46522218491217,127.10997224096056,공중
177,A04487,힐탑주유소화장실,강남구,개포,대한민국 서울특별시 강남구 논현로,37.510693579098685,127.03276378127644,개방
178,A04415,논현2동주민센터,강남구,논현,대한민국 서울특별시 강남구,37.5173516519437,127.03722297439356,개방
179,A04162,대모산입구역,강남구,개포,대한민국 서울특별시 강남구 개포2동,37.49146614513559,127.07293094707757,지하철
180,A04594,대진공원화장실,강남구,개포,대한민국 서울특별시 강남구 개포로109길,37.495589728494686,127.07862431856924,공중
181,A04300,현대상가10차동,강남구,압구,대한민국 서울특별시 강남구 압구정로29길,37.531110158715535,127.02513367313654,개방
182,A03992,금하빌딩,강남구,청담,대한민국 서울특별시 강남구 학동로,37.51759446338212,127.04151076001686,개방
183,A04491,대치주유소화장실,강남구,대치,대한민국 서울특별시 강남구 대치2동,37.49724190898323,127.0702143827925,개방
184,A04413,논현1동주민센터,강남구,논현,대한민국 서울특별시 강남구,37.51153622981525,127.02857288155732,개방
185,A04002,개포4단지상가,강남구,개포,대한민국 서울특별시 강남구 개포동,37.48584589438176,127.07141462897,개방
186,A04290,수서삼성상가,강남구,일원,대한민국 서울특별시 강남구 일원본동,37.48503082873733,127.09135567849552,개방
187,A05068,GS타워,강남구,역삼,대한민국 서울특별시 강남구,37.50218140903476,127.03753338071796,개방
188,A04928,강남구청역,강남구,삼성,대한민국 서울특별시 강남구 학동로,37.51716246152184,127.04120214925923,지하철
189,A04831,테헤란로가스충전소화장실,강남구,역삼,대한민국 서울특별시 강남구 테헤란로,37.50343878178005,127.04710962997542,개방
190,A04994,잠원한강공원2번,강남구,압구,대한민국 서울특별시 강남구 압구정동,37.52753502554472,127.02019756450622,공중
191,A04996,잠원한강공원3번,강남구,신사,대한민국 서울특별시 강남구 신사동,37.52681003703007,127.01868122459572,공중
192,A05046,대치문화센터,강남구,대치,대한민국 서울특별시 강남구 영동대로,37.49992360303244,127.06705753507126,개방
193,A04930,청담역,강남구,삼성,대한민국 서울특별시 강남구 삼성1동,37.519067891378825,127.05159285338712,지하철
194,A04992,잠원한강공원1번,강남구,압구,대한민국 서울특별시 강남구 압구정동,37.5290296171049,127.0205585248714,공중
195,A04939,한티역,강남구,대치,대한민국 서울특별시 강남구 도곡로,37.49639470429977,127.05290312720956,지하철
196,A05070,개포경남1차상가,강남구,개포,대한민국 서울특별시 강남구 선릉로,37.48456815654183,127.0542888951966,개방
197,A05044,대치1문화센터,강남구,대치,대한민국 서울특별시 강남구 대치1동,37.49328615435727,127.05682774190922,개방
198,A04764,복지제2충전소화장실,강남구,세곡,대한민국 서울특별시 강남구 밤고개로,37.47640763475172,127.10536446144656,개방
199,A04942,도곡역,강남구,대치,대한민국 서울특별시 강남구 대치동,37.49094772984412,127.05541060855428,지하철
200,A04945,구룡역,강남구,개포,대한민국 서울특별시 강남구 개포로,37.48669205120662,127.06008937759192,지하철
201,A04829,진양가스충전소화장실,강남구,도곡,대한민국 서울특별시 강남구,37.49052736446999,127.0358457388801,개방
202,A04778,지에스타워주유소화장실,강남구,역삼,대한민국 서울특별시 강남구 논현로,37.50266945912009,127.03642554438618,개방
203,A04780,노란주유소화장실,강남구,역삼,대한민국 서울특별시 강남구 도곡로,37.4942405451781,127.0455371664225,개방
204,A04782,서광주유소화장실,강남구,역삼,대한민국 서울특별시 강남구 역삼1동,37.49443491784163,127.0350945878106,개방
205,A04878,강남역 지하상가,강남구,역삼,대한민국 서울특별시 강남구,37.49867314520044,127.02799990193462,공중
